recording_id,subject,label,url,start_seconds,window_s,status,error,n_channels,sfreq,n_samples,alpha_peak_hz_wide,prominence
SC4311E0-PSG@N3,SC4311E0-PSG,N3,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4311E0-PSG.edf,29310.000,120.0,ok,,2,100,12000,14,5.219735934
SC4311E0-PSG@REM,SC4311E0-PSG,REM,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4311E0-PSG.edf,36930.000,120.0,ok,,2,100,12000,10,4.274396331
SC4311E0-PSG@W,SC4311E0-PSG,W,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4311E0-PSG.edf,13425.000,120.0,ok,,2,100,12000,13,1.894486653
SC4312E0-PSG@N1,SC4312E0-PSG,N1,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4312E0-PSG.edf,55530.000,120.0,ok,,2,100,12000,9,5.340678267
SC4312E0-PSG@N2,SC4312E0-PSG,N2,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4312E0-PSG.edf,42300.000,120.0,ok,,2,100,12000,13.75,4.822815885
SC4312E0-PSG@N3,SC4312E0-PSG,N3,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4312E0-PSG.edf,30870.000,120.0,ok,,2,100,12000,13.5,2.666159106
SC4312E0-PSG@REM,SC4312E0-PSG,REM,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4312E0-PSG.edf,33540.000,120.0,ok,,2,100,12000,11.25,1.828518928
SC4312E0-PSG@W,SC4312E0-PSG,W,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4312E0-PSG.edf,13965.000,120.0,ok,,2,100,12000,,
SC4351F0-PSG@N1,SC4351F0-PSG,N1,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4351F0-PSG.edf,50055.000,120.0,ok,,2,100,12000,10.25,2.235992825
SC4351F0-PSG@N2,SC4351F0-PSG,N2,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4351F0-PSG.edf,46755.000,120.0,ok,,2,100,12000,9.25,2.255216455
SC4351F0-PSG@N3,SC4351F0-PSG,N3,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4351F0-PSG.edf,52980.000,120.0,ok,,2,100,12000,,
SC4351F0-PSG@REM,SC4351F0-PSG,REM,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4351F0-PSG.edf,49605.000,120.0,ok,,2,100,12000,11,3.062728717
SC4351F0-PSG@W,SC4351F0-PSG,W,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4351F0-PSG.edf,14520.000,120.0,ok,,2,100,12000,10.25,1.458282857
SC4352F0-PSG@N1,SC4352F0-PSG,N1,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4352F0-PSG.edf,33120.000,120.0,ok,,2,100,12000,10.5,1.798981587
SC4352F0-PSG@N2,SC4352F0-PSG,N2,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4352F0-PSG.edf,56280.000,120.0,ok,,2,100,12000,14.5,2.951918891
SC4352F0-PSG@N3,SC4352F0-PSG,N3,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4352F0-PSG.edf,39615.000,120.0,ok,,2,100,12000,6.25,2.128919101
SC4352F0-PSG@REM,SC4352F0-PSG,REM,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4352F0-PSG.edf,53265.000,120.0,ok,,2,100,12000,7.75,2.363388891
SC4352F0-PSG@W,SC4352F0-PSG,W,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4352F0-PSG.edf,16410.000,120.0,ok,,2,100,12000,7.75,2.53420765
SC4362F0-PSG@N1,SC4362F0-PSG,N1,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4362F0-PSG.edf,51720.000,120.0,ok,,2,100,12000,8.25,4.107428043
SC4362F0-PSG@N2,SC4362F0-PSG,N2,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4362F0-PSG.edf,39840.000,120.0,ok,,2,100,12000,13.25,1.892424972
SC4362F0-PSG@N3,SC4362F0-PSG,N3,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4362F0-PSG.edf,33090.000,120.0,ok,,2,100,12000,13.5,1.980544356
SC4362F0-PSG@REM,SC4362F0-PSG,REM,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4362F0-PSG.edf,42135.000,120.0,ok,,2,100,12000,8,1.374648893
SC4362F0-PSG@W,SC4362F0-PSG,W,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4362F0-PSG.edf,15570.000,120.0,ok,,2,100,12000,8,1.944180409
SC4382F0-PSG@N1,SC4382F0-PSG,N1,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4382F0-PSG.edf,30495.000,120.0,ok,,2,100,12000,9.5,5.822093176
SC4382F0-PSG@N2,SC4382F0-PSG,N2,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4382F0-PSG.edf,42345.000,120.0,ok,,2,100,12000,14,5.950210422
SC4382F0-PSG@N3,SC4382F0-PSG,N3,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4382F0-PSG.edf,35850.000,120.0,ok,,2,100,12000,14.25,2.241111686
SC4382F0-PSG@REM,SC4382F0-PSG,REM,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4382F0-PSG.edf,53175.000,120.0,ok,,2,100,12000,8.75,1.832571466
SC4382F0-PSG@W,SC4382F0-PSG,W,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4382F0-PSG.edf,70380.000,120.0,ok,,2,100,12000,5.5,1.900960227
SC4402E0-PSG@N1,SC4402E0-PSG,N1,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4402E0-PSG.edf,53490.000,120.0,ok,,2,100,12000,8,2.791320196
SC4402E0-PSG@N2,SC4402E0-PSG,N2,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4402E0-PSG.edf,57060.000,120.0,ok,,2,100,12000,14.75,2.39331314
SC4402E0-PSG@N3,SC4402E0-PSG,N3,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4402E0-PSG.edf,33150.000,120.0,ok,,2,100,12000,10.5,2.191627163
SC4402E0-PSG@REM,SC4402E0-PSG,REM,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4402E0-PSG.edf,42210.000,120.0,ok,,2,100,12000,7.25,2.155219986
SC4402E0-PSG@W,SC4402E0-PSG,W,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4402E0-PSG.edf,15270.000,120.0,ok,,2,100,12000,10.5,1.855987375
SC4411E0-PSG@N1,SC4411E0-PSG,N1,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4411E0-PSG.edf,45480.000,120.0,ok,,2,100,12000,8.25,2.587291658
SC4411E0-PSG@N2,SC4411E0-PSG,N2,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4411E0-PSG.edf,47190.000,120.0,ok,,2,100,12000,12.75,2.294671127
SC4411E0-PSG@N3,SC4411E0-PSG,N3,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4411E0-PSG.edf,32775.000,120.0,ok,,2,100,12000,12.75,1.716301433
SC4411E0-PSG@REM,SC4411E0-PSG,REM,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4411E0-PSG.edf,42165.000,120.0,ok,,2,100,12000,8.25,1.237588792
SC4411E0-PSG@W,SC4411E0-PSG,W,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4411E0-PSG.edf,67425.000,120.0,ok,,2,100,12000,8.25,3.047839303
SC4412E0-PSG@N1,SC4412E0-PSG,N1,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4412E0-PSG.edf,39345.000,120.0,ok,,2,100,12000,8,3.956355395
SC4412E0-PSG@N2,SC4412E0-PSG,N2,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4412E0-PSG.edf,48840.000,120.0,ok,,2,100,12000,7.75,2.102321577
SC4412E0-PSG@N3,SC4412E0-PSG,N3,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4412E0-PSG.edf,28815.000,120.0,ok,,2,100,12000,12.75,1.946569633
SC4412E0-PSG@REM,SC4412E0-PSG,REM,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4412E0-PSG.edf,46005.000,120.0,ok,,2,100,12000,7.5,1.178654845
SC4412E0-PSG@W,SC4412E0-PSG,W,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4412E0-PSG.edf,66765.000,120.0,ok,,2,100,12000,8,2.018391315
SC4421E0-PSG@N1,SC4421E0-PSG,N1,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4421E0-PSG.edf,32745.000,120.0,ok,,2,100,12000,13.25,1.661528039
SC4421E0-PSG@N2,SC4421E0-PSG,N2,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4421E0-PSG.edf,50790.000,120.0,ok,,2,100,12000,14.25,2.961782109
SC4421E0-PSG@N3,SC4421E0-PSG,N3,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4421E0-PSG.edf,39510.000,120.0,ok,,2,100,12000,13.5,3.510527539
SC4421E0-PSG@REM,SC4421E0-PSG,REM,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4421E0-PSG.edf,48285.000,120.0,ok,,2,100,12000,10.25,2.007331579
SC4421E0-PSG@W,SC4421E0-PSG,W,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4421E0-PSG.edf,16260.000,120.0,ok,,2,100,12000,5.25,2.887725224
SC4422E0-PSG@N1,SC4422E0-PSG,N1,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4422E0-PSG.edf,47625.000,120.0,ok,,2,100,12000,12.75,1.578188073
SC4422E0-PSG@N2,SC4422E0-PSG,N2,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4422E0-PSG.edf,45630.000,120.0,ok,,2,100,12000,14.25,3.073411499
SC4422E0-PSG@N3,SC4422E0-PSG,N3,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4422E0-PSG.edf,32460.000,120.0,ok,,2,100,12000,14.25,5.670840467
SC4422E0-PSG@REM,SC4422E0-PSG,REM,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4422E0-PSG.edf,36000.000,120.0,ok,,2,100,12000,9.25,1.070001022
SC4422E0-PSG@W,SC4422E0-PSG,W,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4422E0-PSG.edf,14700.000,120.0,ok,,2,100,12000,,
SC4431E0-PSG@N1,SC4431E0-PSG,N1,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4431E0-PSG.edf,35805.000,120.0,ok,,2,100,12000,8.25,1.869781809
SC4431E0-PSG@N2,SC4431E0-PSG,N2,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4431E0-PSG.edf,51900.000,120.0,ok,,2,100,12000,14.25,1.869703517
SC4431E0-PSG@N3,SC4431E0-PSG,N3,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4431E0-PSG.edf,38835.000,120.0,ok,,2,100,12000,14.25,1.791443562
SC4431E0-PSG@REM,SC4431E0-PSG,REM,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4431E0-PSG.edf,40995.000,120.0,ok,,2,100,12000,14.25,1.79263335
SC4431E0-PSG@W,SC4431E0-PSG,W,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4431E0-PSG.edf,17775.000,120.0,ok,,2,100,12000,,
SC4432E0-PSG@N1,SC4432E0-PSG,N1,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4432E0-PSG.edf,35460.000,120.0,ok,,2,100,12000,,
SC4432E0-PSG@N2,SC4432E0-PSG,N2,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4432E0-PSG.edf,51525.000,120.0,ok,,2,100,12000,7,1.710566759
SC4432E0-PSG@N3,SC4432E0-PSG,N3,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4432E0-PSG.edf,37875.000,120.0,ok,,2,100,12000,14.25,2.669768192
SC4432E0-PSG@REM,SC4432E0-PSG,REM,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4432E0-PSG.edf,40320.000,120.0,ok,,2,100,12000,5.25,1.494183404
SC4432E0-PSG@W,SC4432E0-PSG,W,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4432E0-PSG.edf,17550.000,120.0,ok,,2,100,12000,,
SC4441E0-PSG@N1,SC4441E0-PSG,N1,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4441E0-PSG.edf,54930.000,120.0,ok,,2,100,12000,14.75,1.552325605
SC4441E0-PSG@N2,SC4441E0-PSG,N2,https://physionet.org/files/sleep-edfx/1.0.0/sleep-cassette/SC4441E0-PSG.edf,36750.000,120.0,ok,,2,100,12000,10.25,2.550983042
